,Id,MSSubClass,LotFrontage,LotArea,Alley,LandSlope,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,MS_Zoning_group,LotShape_group,LandContour_group,LotConfig_group,Condition1_group,BldgType_group,HouseStyle_group,RoofStyle_group,Exterior1st_group,Exterior2nd_group,MasVnrType_group,ExterCond_group,Foundation_group,BsmtQual_group,BsmtCond_group,HeatingQC_group,Electrical_group,GarageCond_group,SaleType_group,SaleCondition_group
106,1567,30,94.0,9259,No_alley_access,Gtl,Sawyer,4,4,1927,1950,0.0,TA,No,Unf,0.0,Unf,0.0,660.0,660.0,N,756,0,0,756,0.0,0.0,1,0,2,1,TA,4,0,No_fireplace,Detchd,1945.0,Unf,2.0,440.0,TA,N,80,0,0,0,0,0,No_pool,No_fence,0,6,2010,FV/ RL,Reg,Lvl,Inside/Corner,RRAe/Feedr/Artery,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Stone/BrkTil/Slab,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
107,1568,60,,17082,No_alley_access,Mod,ClearCr,6,5,1978,1992,288.0,TA,Av,ALQ,964.0,Unf,0.0,153.0,1117.0,Y,1117,864,0,1981,1.0,0.0,2,1,4,1,Gd,8,1,TA,Attchd,1978.0,Fin,2.0,522.0,TA,Y,336,104,0,0,0,0,No_pool,No_fence,0,5,2010,FV/ RL,Irregular,Other,CulDSac/ FR,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
108,1569,50,124.0,18600,No_alley_access,Gtl,Edwards,3,4,1938,1990,0.0,TA,Mn,BLQ,288.0,LwQ,684.0,0.0,972.0,Y,1052,558,0,1610,0.0,1.0,2,0,4,1,Fa,8,1,Gd,Attchd,1938.0,RFn,1.0,480.0,TA,Y,0,0,60,0,0,0,No_pool,No_fence,450,6,2010,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,Other,Garage_present,Other,Normal/Alloca
109,1570,20,65.0,11479,No_alley_access,Gtl,Edwards,6,7,1950,1987,0.0,TA,No,GLQ,104.0,Rec,387.0,172.0,663.0,Y,1074,0,0,1074,1.0,0.0,1,0,3,1,Gd,6,1,TA,Attchd,1987.0,Unf,1.0,467.0,TA,Y,0,52,52,0,0,0,No_pool,MnPrv,0,6,2010,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
110,1571,50,50.0,9350,No_alley_access,Gtl,Edwards,4,6,1947,1979,0.0,TA,No,LwQ,192.0,Unf,0.0,564.0,756.0,Y,1169,0,362,1531,0.0,0.0,1,0,3,1,TA,8,1,TA,Detchd,1947.0,Unf,1.0,209.0,Fa,Y,0,0,0,0,0,0,No_pool,MnPrv,0,6,2010,FV/ RL,Reg,Bnk,Inside/Corner,Other,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
111,1572,20,75.0,9525,No_alley_access,Gtl,Edwards,5,7,1954,1998,0.0,TA,Av,BLQ,954.0,Unf,0.0,218.0,1172.0,Y,1172,0,0,1172,1.0,0.0,1,0,3,1,TA,5,0,No_fireplace,Attchd,1954.0,Fin,1.0,366.0,TA,Y,240,0,0,0,0,0,No_pool,No_fence,0,6,2010,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
112,1573,20,44.0,17485,No_alley_access,Gtl,Edwards,7,5,2009,2010,96.0,Gd,Gd,GLQ,1346.0,Unf,0.0,162.0,1508.0,Y,1508,0,0,1508,1.0,0.0,1,0,1,1,Gd,5,2,TA,Attchd,2009.0,RFn,2.0,572.0,TA,Y,0,0,0,0,0,0,No_pool,No_fence,0,1,2010,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,Stone,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Parital
113,1574,20,,11200,No_alley_access,Gtl,Edwards,5,3,1964,1964,0.0,TA,Mn,Unf,0.0,Unf,0.0,1250.0,1250.0,Y,1298,0,0,1298,0.0,0.0,2,0,3,1,TA,5,0,No_fireplace,Detchd,1964.0,Unf,2.0,504.0,TA,N,0,144,0,0,0,0,No_pool,No_fence,0,6,2010,FV/ RL,Irregular,Lvl,CulDSac/ FR,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Other,None/BrkCmn,Gd/Fa/Po,Wood/CBlock,TA/Fa,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
114,1575,20,83.0,11980,No_alley_access,Mod,SawyerW,7,5,1987,1987,177.0,Gd,Gd,GLQ,1433.0,Unf,0.0,0.0,1433.0,Y,1433,0,0,1433,1.0,0.0,1,1,1,1,Gd,4,2,TA,Attchd,1987.0,RFn,2.0,528.0,Gd,Y,0,278,0,0,266,0,No_pool,MnPrv,0,6,2010,FV/ RL,Reg,Other,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,BrkFace,TA/Ex,Wood/CBlock,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
115,1576,60,87.0,12361,No_alley_access,Gtl,SawyerW,6,7,1993,1993,85.0,Gd,No,GLQ,860.0,Unf,0.0,86.0,946.0,Y,964,838,0,1802,0.0,1.0,2,1,3,1,Gd,8,1,Gd,2Types,2000.0,RFn,4.0,1017.0,TA,Y,450,92,0,0,0,0,No_pool,No_fence,0,5,2010,FV/ RL,Irregular,Lvl,CulDSac/ FR,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,Gd/Fa/Po,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
116,1577,20,64.0,7360,No_alley_access,Gtl,CollgCr,7,5,2010,2010,80.0,Gd,No,GLQ,24.0,Unf,0.0,1198.0,1222.0,Y,1222,0,0,1222,0.0,0.0,2,0,2,1,Gd,6,0,No_fireplace,Attchd,2009.0,RFn,2.0,615.0,TA,Y,0,54,0,0,0,0,No_pool,No_fence,0,3,2010,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,Stone,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
117,1578,50,82.0,14235,No_alley_access,Gtl,SawyerW,6,8,1900,1993,0.0,TA,No,Unf,0.0,Unf,0.0,676.0,676.0,Y,831,614,0,1445,0.0,0.0,2,0,3,1,TA,6,0,No_fireplace,Detchd,1957.0,Unf,2.0,484.0,TA,N,0,59,0,0,0,0,No_pool,No_fence,0,3,2010,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,PConc,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
118,1579,85,82.0,11105,No_alley_access,Gtl,CollgCr,5,5,1996,1996,0.0,TA,Av,GLQ,870.0,Unf,0.0,0.0,870.0,Y,965,0,0,965,1.0,0.0,1,0,2,1,TA,4,0,No_fireplace,Attchd,1998.0,Unf,2.0,580.0,Gd,Y,71,0,0,0,0,0,No_pool,GdPrv,0,7,2010,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,Other,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,Gd/Fa/Po,PConc,Ex/Gd,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
119,1580,60,,9337,No_alley_access,Gtl,CollgCr,7,5,1997,1998,0.0,TA,No,ALQ,353.0,Unf,0.0,525.0,878.0,Y,892,800,0,1692,0.0,0.0,2,1,3,1,TA,8,1,TA,Attchd,1997.0,RFn,2.0,513.0,TA,Y,0,39,0,0,0,0,No_pool,No_fence,0,4,2010,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
120,1581,20,38.0,15240,No_alley_access,Gtl,CollgCr,5,8,1977,2004,0.0,Gd,No,GLQ,198.0,Rec,688.0,140.0,1026.0,Y,1026,0,0,1026,1.0,0.0,1,1,3,1,TA,5,0,No_fireplace,Attchd,1977.0,Unf,1.0,308.0,TA,Y,316,85,0,0,0,0,No_pool,MnPrv,0,6,2010,FV/ RL,Irregular,Lvl,CulDSac/ FR,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,Gd/Fa/Po,Wood/CBlock,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
121,1582,20,68.0,7480,No_alley_access,Gtl,CollgCr,5,6,1972,1972,0.0,TA,Av,ALQ,480.0,Unf,0.0,396.0,876.0,Y,876,0,0,876,1.0,0.0,1,0,3,1,TA,5,0,No_fireplace,Detchd,1977.0,Unf,2.0,484.0,TA,Y,0,0,0,0,0,0,No_pool,MnPrv,0,6,2010,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
122,1583,20,80.0,10389,No_alley_access,Gtl,CollgCr,8,5,2003,2003,320.0,Gd,No,GLQ,1682.0,Unf,0.0,296.0,1978.0,Y,1978,0,0,1978,1.0,0.0,2,1,3,1,Gd,8,1,Gd,Attchd,2003.0,RFn,3.0,850.0,TA,Y,188,25,0,0,0,0,No_pool,No_fence,0,5,2010,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Shed/Flat/Hip/Mansard,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
123,1584,60,75.0,9375,No_alley_access,Gtl,CollgCr,7,5,1997,1997,0.0,Gd,No,Unf,0.0,Unf,0.0,1040.0,1040.0,Y,1044,1054,0,2098,0.0,0.0,2,1,4,1,Gd,9,1,TA,Attchd,1997.0,Fin,2.0,621.0,TA,Y,331,38,0,0,0,0,No_pool,No_fence,0,4,2010,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
124,1585,120,,4435,No_alley_access,Gtl,CollgCr,6,5,2003,2003,170.0,Gd,Av,GLQ,672.0,Unf,0.0,176.0,848.0,Y,848,0,0,848,1.0,0.0,1,0,1,1,Gd,4,0,No_fireplace,Attchd,2003.0,Fin,2.0,420.0,TA,Y,140,0,0,0,0,0,No_pool,No_fence,0,4,2010,Other,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
125,1586,30,67.0,8777,No_alley_access,Mod,Edwards,3,6,1945,2007,0.0,TA,No_basement,No_basement,0.0,No_basement,0.0,0.0,0.0,N,640,0,0,640,0.0,0.0,1,0,2,1,TA,5,0,No_fireplace,Detchd,1945.0,Unf,1.0,240.0,TA,N,0,0,0,0,0,0,No_pool,No_fence,0,4,2010,FV/ RL,Reg,Lvl,Inside/Corner,RRAe/Feedr/Artery,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,Gd/Fa/Po,Wood/CBlock,No_basement,No_basement,TA,SBrkr,Garage_present,Other,Normal/Alloca
126,1587,20,68.0,8842,No_alley_access,Gtl,Edwards,5,6,1954,1954,0.0,TA,No,Unf,0.0,Unf,0.0,381.0,381.0,Y,992,0,0,992,0.0,0.0,1,0,3,1,TA,6,0,No_fireplace,Detchd,1954.0,Unf,1.0,319.0,TA,Y,60,0,56,0,0,0,No_pool,MnPrv,0,1,2010,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,Gd/Fa/Po,Wood/CBlock,TA/Fa,Basement_present,Ex,SBrkr,Garage_present,Other,Family/Abnormal/AdjLand
127,1588,20,60.0,10044,No_alley_access,Gtl,Edwards,5,6,1968,1968,0.0,TA,Gd,ALQ,1070.0,Unf,0.0,126.0,1196.0,Y,1196,0,0,1196,1.0,0.0,1,0,3,1,TA,6,0,No_fireplace,Attchd,1968.0,RFn,1.0,336.0,TA,Y,257,0,168,0,0,0,No_pool,MnPrv,0,6,2010,FV/ RL,Irregular,Other,CulDSac/ FR,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Wood/CBlock,Ex/Gd,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
128,1589,50,89.0,11792,No_alley_access,Gtl,Edwards,4,5,1948,1950,0.0,TA,No,Unf,0.0,Unf,0.0,744.0,744.0,N,792,328,0,1120,0.0,0.0,1,0,2,1,Fa,5,0,No_fireplace,Detchd,1956.0,Unf,2.0,480.0,TA,P,0,0,0,0,160,0,No_pool,No_fence,0,6,2010,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,Other,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Ex,Other,Garage_present,Other,Family/Abnormal/AdjLand
129,1590,80,65.0,6305,No_alley_access,Gtl,Edwards,6,6,1975,1975,0.0,TA,Av,ALQ,528.0,Unf,0.0,480.0,1008.0,Y,1096,0,0,1096,1.0,0.0,1,0,3,1,TA,5,1,Fa,Detchd,1975.0,Unf,1.0,352.0,TA,Y,0,0,0,0,0,0,No_pool,No_fence,0,6,2010,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
130,1591,20,64.0,6410,No_alley_access,Gtl,Edwards,4,5,1958,1958,0.0,TA,No,Unf,0.0,Unf,0.0,960.0,960.0,Y,960,0,0,960,0.0,0.0,1,0,3,1,TA,5,0,No_fireplace,No_garage,,No_garage,0.0,0.0,No_garage,Y,0,0,0,0,0,0,No_pool,MnPrv,0,5,2010,FV/ RL,Reg,Other,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Shed/Flat/Hip/Mansard,Other,Other,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,Ex,SBrkr,No_garage,Other,Normal/Alloca
131,1592,30,67.0,4853,No_alley_access,Gtl,SWISU,5,6,1924,1999,203.0,TA,Mn,Rec,133.0,Unf,0.0,974.0,1107.0,N,1296,0,0,1296,0.0,0.0,2,0,2,1,Fa,5,1,Gd,Detchd,1979.0,Unf,1.0,260.0,TA,Y,0,0,36,0,0,0,No_pool,MnPrv,0,5,2010,FV/ RL,Reg,Bnk,Inside/Corner,RRAe/Feedr/Artery,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,TA/Ex,Stone/BrkTil/Slab,TA/Fa,Basement_present,Fa/Po,Other,Garage_present,Other,Normal/Alloca
132,1593,30,,7890,No_alley_access,Gtl,SWISU,6,6,1939,1950,0.0,TA,No,Rec,238.0,Unf,0.0,618.0,856.0,Y,856,0,0,856,1.0,0.0,1,0,2,1,TA,4,1,Gd,Detchd,1939.0,Unf,2.0,399.0,TA,Y,0,0,0,0,166,0,No_pool,No_fence,0,3,2010,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
133,1594,90,60.0,7200,Pave,Gtl,SWISU,4,6,1967,1967,0.0,TA,No_basement,No_basement,0.0,No_basement,0.0,0.0,0.0,Y,862,1788,0,2650,0.0,0.0,3,0,6,2,TA,10,0,No_fireplace,No_garage,,No_garage,0.0,0.0,No_garage,Y,0,0,0,0,0,0,No_pool,No_fence,500,2,2010,Other,Reg,Lvl,Inside/Corner,Other,Duplex/Twnhs/2fmCon,2.5Fin/2Story,Shed/Flat/Hip/Mansard,Other,Other,None/BrkCmn,TA/Ex,Stone/BrkTil/Slab,No_basement,No_basement,TA,SBrkr,No_garage,Other,Normal/Alloca
134,1595,50,51.0,9839,No_alley_access,Gtl,SWISU,5,2,1931,1950,0.0,TA,No,Unf,0.0,Unf,0.0,894.0,894.0,Y,894,772,0,1666,1.0,0.0,1,0,3,1,TA,7,1,Gd,No_garage,,No_garage,0.0,0.0,No_garage,N,0,156,0,0,0,0,No_pool,No_fence,0,5,2010,FV/ RL,Reg,Lvl,Inside/Corner,RRAe/Feedr/Artery,1Fam/TwnhsE,Other,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,TA/Fa,Basement_present,Ex,SBrkr,No_garage,Other,Normal/Alloca
135,1596,50,78.0,10452,No_alley_access,Gtl,Crawfor,7,6,1941,1985,371.0,Gd,No,ALQ,426.0,BLQ,252.0,850.0,1528.0,Y,1225,908,0,2133,1.0,0.0,1,1,4,1,TA,8,2,TA,Attchd,1941.0,Unf,1.0,312.0,TA,Y,0,0,86,0,0,0,No_pool,No_fence,0,7,2010,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Other,BrkFace,Gd/Fa/Po,Stone/BrkTil/Slab,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
136,1597,90,78.0,15600,No_alley_access,Gtl,Crawfor,5,6,1950,1991,430.0,TA,No,ALQ,375.0,Unf,0.0,657.0,1032.0,Y,1102,1075,0,2177,0.0,0.0,2,1,5,2,TA,11,0,No_fireplace,Detchd,1950.0,Unf,2.0,484.0,TA,Y,0,0,0,0,0,0,No_pool,No_fence,0,3,2010,FV/ RL,Reg,Lvl,Inside/Corner,Other,Duplex/Twnhs/2fmCon,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,Gd/Fa/Po,Wood/CBlock,TA/Fa,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
137,1598,80,85.0,19645,No_alley_access,Gtl,Crawfor,7,6,1994,2007,44.0,TA,No,GLQ,343.0,Unf,0.0,80.0,423.0,Y,896,756,0,1652,1.0,0.0,2,1,3,1,Gd,6,0,No_fireplace,BuiltIn,1994.0,RFn,2.0,473.0,TA,Y,0,0,0,0,0,0,No_pool,No_fence,0,6,2010,FV/ RL,Irregular,Lvl,CulDSac/ FR,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
138,1599,120,35.0,3907,No_alley_access,Mod,Blueste,8,6,1989,1989,0.0,Gd,Gd,GLQ,747.0,Unf,0.0,235.0,982.0,Y,1034,0,0,1034,1.0,0.0,1,0,1,1,Gd,4,1,TA,Attchd,1989.0,Fin,2.0,598.0,TA,Y,141,36,0,0,0,0,No_pool,No_fence,0,4,2010,Other,Irregular,Other,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Wood/CBlock,Ex/Gd,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
139,1600,120,35.0,3907,No_alley_access,Mod,Blueste,8,5,1989,1989,0.0,Gd,Av,GLQ,76.0,Unf,0.0,1115.0,1191.0,Y,1191,0,0,1191,0.0,0.0,2,0,2,1,Gd,5,1,TA,Attchd,1989.0,Unf,2.0,531.0,TA,Y,112,81,0,0,0,0,No_pool,No_fence,0,3,2010,Other,Irregular,Other,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Wood/CBlock,Ex/Gd,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
140,1601,30,58.0,8154,No_alley_access,Gtl,IDOTRR,2,5,1941,1950,0.0,TA,No,BLQ,480.0,Unf,0.0,0.0,480.0,Y,540,0,0,540,0.0,0.0,1,0,1,1,TA,4,0,No_fireplace,Detchd,1951.0,Unf,1.0,200.0,Fa,N,0,0,0,0,0,0,No_pool,No_fence,0,4,2010,Other,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Stone/BrkTil/Slab,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
141,1602,50,50.0,9140,No_alley_access,Gtl,IDOTRR,6,5,1921,1975,0.0,TA,Mn,BLQ,308.0,Unf,0.0,321.0,629.0,Y,727,380,0,1107,0.0,0.0,1,0,2,1,TA,5,0,No_fireplace,Detchd,1950.0,Unf,1.0,625.0,TA,Y,0,56,0,0,200,0,No_pool,MnPrv,0,4,2010,Other,Reg,Other,Inside/Corner,Other,1Fam/TwnhsE,Other,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,Stone/BrkTil/Slab,TA/Fa,Basement_present,Fa/Po,SBrkr,Garage_present,Other,Normal/Alloca
142,1603,30,66.0,8712,No_alley_access,Gtl,IDOTRR,4,7,1896,1950,0.0,Fa,No,Unf,0.0,Unf,0.0,756.0,756.0,Y,952,0,0,952,0.0,0.0,1,0,3,1,TA,5,0,No_fireplace,Detchd,1896.0,RFn,1.0,330.0,TA,N,0,0,265,0,0,0,No_pool,No_fence,0,6,2010,Other,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Shed/Flat/Hip/Mansard,Other,Other,None/BrkCmn,Gd/Fa/Po,Wood/CBlock,TA/Fa,Basement_present,Gd,SBrkr,Garage_present,Other,Normal/Alloca
143,1604,120,44.0,3811,No_alley_access,Mod,Crawfor,8,5,2004,2005,186.0,Gd,Gd,GLQ,1373.0,Unf,0.0,221.0,1594.0,Y,1646,0,0,1646,1.0,1.0,2,0,2,1,Gd,5,1,Gd,Attchd,2004.0,Fin,2.0,525.0,TA,Y,128,53,0,0,155,0,No_pool,No_fence,0,5,2010,Other,Irregular,Other,Inside/Corner,RRAe/Feedr/Artery,1Fam/TwnhsE,1Story/SLvl,Shed/Flat/Hip/Mansard,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,Stone,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
144,1605,60,85.0,11050,No_alley_access,Gtl,Mitchel,8,5,1998,1999,0.0,Gd,No,GLQ,615.0,Unf,0.0,434.0,1049.0,Y,1036,880,0,1916,1.0,0.0,2,1,3,1,Gd,8,1,TA,Attchd,1998.0,Unf,3.0,741.0,TA,Y,0,70,0,0,0,0,No_pool,No_fence,0,5,2010,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
145,1606,80,74.0,9620,No_alley_access,Gtl,Mitchel,6,7,1977,1977,0.0,TA,No,ALQ,679.0,Unf,0.0,564.0,1243.0,Y,1285,0,0,1285,0.0,1.0,2,0,3,1,Gd,6,1,Fa,Attchd,1977.0,Unf,2.0,473.0,TA,Y,375,26,0,0,0,0,No_pool,GdPrv,80,5,2010,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
146,1607,90,,12760,No_alley_access,Gtl,Mitchel,6,5,1976,1976,0.0,TA,No,Unf,0.0,Unf,0.0,1958.0,1958.0,Y,2048,0,0,2048,0.0,0.0,3,0,5,2,TA,9,0,No_fireplace,2Types,1976.0,Unf,2.0,776.0,TA,Y,0,0,0,0,0,0,No_pool,No_fence,0,3,2010,FV/ RL,Irregular,Lvl,Inside/Corner,Other,Duplex/Twnhs/2fmCon,1Story/SLvl,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,TA/Ex,Wood/CBlock,TA/Fa,Basement_present,TA,SBrkr,Garage_present,Other,Normal/Alloca
